@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {' <=50K',' >50K'}

@data
-2.246227,4.237673,-0.62504,4.930309,-1.790729,-0.208581,-1.75922,-0.086341,0.447131,-5.615258,' <=50K'
0.302953,2.324484,-0.702062,0.486026,1.681425,0.361732,0.19084,-2.141329,-4.209057,-3.369942,' <=50K'
1.043009,5.658068,-3.15938,0.758955,-0.154187,-0.429407,-3.900833,-1.457101,-0.347126,-1.625458,' <=50K'
3.719848,7.707645,-1.519969,6.009609,4.730927,3.586695,-4.243464,-0.859227,-0.466179,0.720594,' >50K'
1.451441,7.299946,-1.113332,2.505759,0.777845,-0.630662,-1.845063,1.560934,1.173558,-3.947055,' <=50K'
-0.3403,-2.309946,-0.114649,3.391811,-0.406607,4.097803,-2.767615,0.472907,0.914684,-1.91798,' <=50K'
-3.507986,-0.230664,-1.405631,1.455095,-2.408485,1.456871,-2.30273,-0.054547,1.75433,-5.643616,' >50K'
-2.741349,-3.540122,-0.174906,1.987939,-2.268624,1.018012,-3.890822,3.444679,-2.762319,-0.775969,' >50K'
-2.840878,1.779262,-0.25912,2.772789,-2.296873,3.195145,-2.881308,-0.972594,-0.248262,-3.31408,' >50K'
-1.768382,0.21674,-1.269424,1.44436,-1.185278,1.249749,-1.187356,1.769565,1.963958,-6.714351,' <=50K'
2.585556,-3.596424,-1.566523,2.628757,0.066019,2.06628,-1.807923,1.941798,-5.199927,1.247384,' >50K'
-3.510677,-0.432013,-1.097129,2.166232,-3.54517,0.027343,-1.450668,-0.393532,1.832618,-3.982741,' <=50K'
4.830434,7.156528,1.355195,1.419317,1.898742,1.59128,1.352321,-3.826845,-2.621579,0.095198,' >50K'
0.031351,1.619815,-0.413628,2.70058,-0.352668,2.147696,-5.694039,-1.647139,1.804518,-5.436309,' <=50K'
-0.393549,5.156141,0.342277,-0.066088,1.729785,2.392745,-0.117629,3.142088,-3.892973,-0.069223,' >50K'
-0.813371,3.64273,-0.275642,1.571642,-2.306799,1.948537,-1.883298,0.978497,-1.404148,-4.28149,' >50K'
-1.7554,0.468325,0.005111,2.144836,-1.699577,1.625626,-4.69425,0.805515,2.899212,-6.644704,' <=50K'
-0.443299,2.030858,0.721827,1.965074,-1.10888,4.613556,-2.397621,-0.333381,-0.609259,-2.136159,' <=50K'
-1.815147,7.317907,-2.831674,1.336533,1.084117,-0.366748,0.007112,-2.387795,1.561591,-1.670506,' <=50K'
3.106429,5.57092,-1.794832,2.981921,0.976262,1.313272,-1.2509,-3.240348,-1.734068,2.436387,' <=50K'
-0.572698,3.047024,-0.68364,1.76446,-2.335406,2.06521,-2.078171,0.877978,-0.635276,-4.403885,' >50K'
-0.786233,-0.192578,-1.163702,0.989121,-1.067735,1.961846,-3.669333,-2.343418,-0.101431,-3.964369,' >50K'
0.808248,-0.706512,-0.530857,1.827803,0.428814,-1.232639,0.45637,-0.655824,-0.025099,-5.392109,' <=50K'
4.201487,-1.012799,-0.803249,1.732564,-0.041363,2.777059,-2.372225,0.560156,-4.887795,-0.473461,' <=50K'
1.829527,5.485081,-2.913932,0.910619,0.320519,2.16875,0.713484,2.813771,-2.708473,-2.996179,' <=50K'
-1.305254,0.982251,0.646448,2.291105,-2.644052,0.75735,-3.560251,-1.270646,-0.475778,-2.681434,' >50K'
-2.636649,2.162551,-1.51803,2.206434,-0.825755,1.897824,-2.516932,-0.356688,-0.744471,-4.696494,' >50K'
-1.85148,0.491077,-0.016284,2.12797,-1.730085,1.663917,-4.576216,0.807288,2.929801,-6.586915,' <=50K'
-0.191731,7.529677,2.010178,3.653138,1.17473,-3.042572,1.070177,-2.618238,0.537648,-1.904608,' <=50K'
1.742162,6.147279,-3.043864,1.555199,2.541828,2.104795,-3.597704,-2.541417,-0.951682,-1.740869,' <=50K'
-2.205254,0.382709,-0.876784,0.730971,-1.433103,3.408818,-1.942296,0.112834,-3.469949,-4.240901,' <=50K'
-1.51831,-0.063154,-1.417567,3.118417,-1.870856,1.298944,-0.511307,-0.271163,0.860858,-1.907516,' >50K'
1.885603,5.373707,-0.987009,1.842422,-0.616151,-0.527,-0.092453,0.623434,0.210942,1.1295,' <=50K'
2.849781,7.892666,1.048295,4.425735,1.269083,-1.630409,2.371684,-3.680941,-3.224578,-0.70999,' <=50K'
-3.42531,4.938692,-0.21837,-1.15561,-1.456727,-0.77123,1.489504,-1.341343,-0.103164,2.223562,' <=50K'
-2.707187,-2.235189,-1.208529,-1.78107,-1.876014,0.626451,-1.368375,-0.170938,3.903355,-4.499102,' <=50K'
0.705576,5.23878,-1.885438,1.981389,2.298579,-0.934227,-1.834841,1.629143,1.736614,-4.063379,' <=50K'
0.333575,7.199667,-2.165106,5.352936,-0.046263,1.458868,-4.058538,-1.20849,-1.637245,0.505966,' <=50K'
2.146405,8.065161,-0.729596,1.732271,1.54842,1.578601,-0.752755,1.737017,-3.864527,-2.176146,' <=50K'
-0.423516,4.937977,1.6558,1.933996,0.022005,-0.438595,-2.402933,-0.719428,-1.216788,-1.382412,' <=50K'
-3.091403,1.657268,-0.278111,2.693656,-2.373805,3.225834,-2.673346,-0.935362,-0.177458,-3.380466,' >50K'
-3.281123,-1.937393,1.589132,-2.093705,-0.75051,-0.146709,0.210606,1.381255,-1.728773,0.568751,' >50K'
2.578924,3.503931,-0.792703,0.915845,2.200775,-1.022127,-2.224254,-5.134628,-0.087296,-1.280094,' <=50K'
1.082172,2.977733,-0.112264,2.97114,-2.073114,3.264569,-2.127883,-2.117841,1.006454,-2.242309,' >50K'
0.545047,4.612047,-0.693226,3.152694,2.348832,-1.187784,-2.401041,0.113069,1.942873,-0.660812,' <=50K'
-0.71431,5.076036,2.977373,0.858761,0.120428,-1.706105,-1.661728,0.338372,-0.804252,-3.763464,' <=50K'
-0.158405,0.137654,0.102453,2.68741,-0.168384,4.5821,-0.135051,0.435938,-0.841021,-1.790068,' >50K'
0.903671,4.166255,2.585269,1.552162,2.754999,-7.163676,3.817461,-2.002224,2.020984,-5.975398,' <=50K'
4.688313,4.009437,-2.776635,2.833008,1.635527,0.688842,-1.095459,-2.864816,-1.944444,1.079864,' >50K'
1.370838,7.279809,1.298469,1.649146,2.238712,-3.277513,1.017209,2.109341,-0.865759,-4.309385,' <=50K'
-0.311859,4.501107,1.145081,2.777474,-2.416305,2.932559,-1.923066,0.911628,-1.291807,-4.54693,' >50K'
1.797814,4.695698,-0.966264,0.309146,0.171941,-3.573607,-1.849085,-4.583057,1.404305,-2.249494,' <=50K'
-1.215334,0.811168,-0.61051,2.437848,-1.461968,2.374074,-5.692107,-0.116044,1.501602,-4.469666,' <=50K'
4.87063,3.997966,-2.775135,3.094312,1.646106,0.676576,-1.378495,-2.878244,-2.031665,0.98077,' <=50K'
0.90844,-0.877525,-4.055901,2.265237,-1.499189,3.99189,-0.834988,-0.629555,-0.753516,-1.656602,' <=50K'
1.550416,5.373545,-1.023371,0.635221,4.142045,0.459931,3.693577,2.968608,-1.282192,-0.274032,' <=50K'
-1.373627,5.054005,-0.742277,1.706795,-1.176839,1.045366,-4.102485,-2.05347,-2.409524,-1.550896,' <=50K'
2.955944,-3.987219,-1.287593,1.713086,0.381563,1.60351,-2.113684,2.007487,-5.205795,0.774909,' >50K'
-1.077028,2.735346,-0.108933,1.764347,-2.620807,1.378013,-1.198041,1.786299,0.714483,-6.587212,' <=50K'
4.140414,3.229746,-0.535526,2.594701,1.870413,1.858111,-4.937579,2.167576,-0.923024,1.636794,' <=50K'
-1.837038,5.139963,-0.816145,1.453472,-1.288499,1.184757,-3.488891,-2.03737,-2.240108,-1.280092,' <=50K'
-0.774262,6.741559,-0.388743,3.108394,0.259825,-2.667176,-1.563934,-2.211137,2.678826,-4.73637,' <=50K'
-2.200234,-0.497905,-0.720553,0.593528,-1.597964,1.515187,-1.719806,-1.376894,1.55451,-5.826871,' >50K'
0.810762,7.237653,0.426113,2.763557,0.973419,-1.734643,-0.860795,-5.290302,-1.071146,-2.640242,' <=50K'
-4.38232,6.239676,2.699667,-0.639201,-1.173262,0.392479,-1.680317,0.64451,0.021289,-2.837795,' <=50K'
1.47224,7.805567,-1.481484,3.143845,1.823317,-0.495794,0.387848,-4.956594,0.022169,-0.975585,' <=50K'
-3.193307,-3.127439,-1.331316,0.619344,-1.501431,1.022769,1.834448,0.917168,0.203068,-0.258404,' >50K'
1.18449,6.111357,-2.197221,-0.109263,0.333122,1.089601,-1.845863,-0.368016,-4.008861,-2.012274,' <=50K'
-0.578479,6.050661,-1.923968,2.750553,0.662806,-1.573667,-0.828196,-3.720037,2.480103,-2.441459,' <=50K'
0.663619,3.234398,-0.558312,2.126837,0.007213,-3.247694,-0.862894,-3.225996,1.616346,-1.57467,' <=50K'
2.365794,5.285887,-0.486592,3.484,0.557054,-1.127386,-3.582078,-2.040832,1.113813,-2.436366,' <=50K'
-1.433858,0.854988,-0.649396,2.342163,-1.519526,2.446065,-5.408886,-0.109495,1.578466,-4.340872,' <=50K'
-1.447233,-0.67225,-0.557763,0.754374,-1.364784,1.222638,-2.652246,-1.39205,1.311137,-6.278456,' <=50K'
0.828847,-3.643134,-0.646109,2.127936,-0.569787,2.034695,-3.212941,1.402184,0.139669,-1.600406,' <=50K'
0.6301,0.671017,0.32857,2.465639,-1.519905,5.596112,-1.701467,-2.011667,-0.719528,-1.931099,' >50K'
1.580975,5.698391,0.878883,3.859057,1.633104,-5.810526,2.955133,-2.967595,-1.082945,-2.086846,' <=50K'
-1.96229,5.979396,-3.638085,2.012861,-1.75317,-0.540844,-2.292802,0.769178,1.505732,-2.88012,' <=50K'
3.344079,5.959204,-0.421134,1.357986,1.426244,-0.510357,-2.486469,-4.227722,-1.857729,0.249496,' <=50K'
-3.616759,-1.141985,-0.816103,0.302622,-2.574628,1.222684,-0.368645,0.13154,0.424232,-0.501351,' >50K'
-4.14042,2.85977,-1.780653,3.052922,-1.206399,0.132604,-0.024017,-1.83319,-0.299408,-3.855209,' >50K'
-1.199216,2.648217,1.12124,3.921504,-2.41635,3.053795,-4.510274,-0.402604,1.924005,-2.987897,' <=50K'
-1.115551,5.817334,0.701288,2.726811,0.896199,-4.503692,1.960574,-1.745669,2.579857,-3.844186,' <=50K'
-1.996989,-1.014935,-0.610302,1.115521,0.256708,3.938809,-2.300156,-0.937684,0.426258,-5.433808,' <=50K'
1.878132,5.300921,-0.859194,2.194042,3.018179,-2.19431,-2.638032,4.899769,-1.327316,-0.873733,' <=50K'
-2.695645,1.756759,-0.241441,2.884271,-2.2685,3.159912,-3.081874,-0.979048,-0.305441,-3.397471,' >50K'
2.902514,3.041538,2.037507,1.185988,1.614212,1.010686,-0.797742,-0.481716,-2.632855,6.293378,' <=50K'
1.574517,1.745711,1.084076,1.421578,-0.445963,0.817478,-2.888009,5.126995,-2.499183,-5.201633,' <=50K'
-1.458417,8.49565,2.380627,2.132705,1.563561,-2.051065,1.844184,2.040383,0.32789,-2.686863,' <=50K'
-2.859384,0.416625,0.528735,1.818715,-1.753318,1.79745,-0.953462,-1.270287,-0.044695,-0.528482,' >50K'
4.739658,3.120554,0.725714,3.749428,3.625777,-2.199677,1.508886,-4.484196,-1.551327,-0.487822,' <=50K'
-0.294505,3.143904,-1.429796,0.851293,2.390245,0.878134,-1.920582,-2.145789,-0.480857,0.996817,' <=50K'
-1.768003,3.139296,0.587534,1.710978,-1.85244,1.298468,-1.65297,0.949664,-0.666904,-3.37832,' <=50K'
0.966759,-1.589037,0.475273,-1.435735,0.150621,4.188459,2.043953,-1.97894,-3.222629,1.820256,' >50K'
-1.777229,-1.840992,0.414881,3.451497,0.869732,1.55796,-3.56744,0.913672,0.518505,-2.977566,' >50K'
1.346889,4.467353,-1.782389,5.742781,2.397576,1.557806,0.250218,-1.26585,0.675423,2.393099,' <=50K'
-0.424886,3.043259,-2.522134,2.645196,-3.304503,2.730113,-0.504717,0.264175,-1.18638,-2.809022,' <=50K'
2.468747,6.2699,-2.318047,0.513657,3.421879,1.470119,2.538082,2.592433,-5.645571,-2.77078,' <=50K'
1.861113,0.541328,-2.974697,1.931506,0.155111,3.116512,-0.76032,-2.330334,-2.793938,-1.383498,' >50K'
1.231804,4.353916,-1.671913,0.670021,2.587674,-1.316283,0.940878,-2.999323,1.351117,-2.813978,' <=50K'
1.974062,4.940288,-3.783079,1.65707,-0.040491,0.490458,-1.64856,1.726954,0.88409,-2.789315,' <=50K'
0.586691,4.111239,-1.17254,0.903157,2.204348,-1.879428,1.927515,-2.099723,2.71287,-4.900744,' <=50K'
-1.235439,1.287111,2.37055,2.793247,-0.828195,1.305363,-2.012803,0.394538,0.763365,-3.770026,' <=50K'
3.812559,7.176431,-0.015437,0.445885,1.491695,-0.59044,3.026539,-0.514651,-5.093222,3.961227,' <=50K'
-3.831372,2.430415,0.194457,2.475759,-0.613915,2.119225,-2.776895,-1.187687,-1.763516,-3.575252,' <=50K'
2.515314,11.041054,-0.833218,2.124626,-0.343375,-0.272385,-4.030654,0.457693,-2.479085,0.593341,' >50K'
0.055679,4.155862,0.605335,-0.264304,2.666947,0.050452,-2.189229,-4.83168,0.161098,-1.374707,' <=50K'
0.75622,5.401034,0.187962,2.596916,1.074853,0.080988,-1.684255,-3.761796,-0.28973,-0.775912,' <=50K'
-2.353551,5.765206,-1.254318,1.645256,-2.96544,0.159385,0.152846,0.142554,0.707731,0.524685,' <=50K'
-1.216443,-0.005098,-1.034114,0.882011,-0.874008,0.856146,-1.69561,1.788308,1.872132,-7.076695,' <=50K'
1.254122,4.415997,-1.750025,1.161201,2.494226,-1.196839,0.787956,-3.021117,1.282007,-2.804954,' <=50K'
-4.318293,-0.495402,-1.784184,2.367103,-1.202686,0.691211,-0.784963,2.333513,1.564202,-5.252977,' >50K'
-1.703806,0.80454,-0.779055,2.154251,-2.918959,1.057644,-2.443674,0.663614,1.941415,-4.820738,' <=50K'
1.733735,0.231786,-0.699979,0.768928,-0.290824,-0.141787,-3.632978,5.073013,-2.012855,-5.298034,' <=50K'
1.897957,8.638394,0.33024,3.786471,0.301845,-3.23414,1.517983,1.753732,-1.636819,-1.373878,' <=50K'
-0.981254,0.761274,-1.315216,1.76329,-1.293384,4.083126,-2.43377,-0.399651,0.026073,-1.786825,' <=50K'
-1.394445,1.387146,-0.113986,0.113713,-1.066468,2.566395,-2.848669,-1.391438,0.103758,-3.491216,' >50K'
-1.405468,4.89927,-0.94809,2.080114,0.127994,-4.265719,-0.480053,-4.325144,1.622025,-2.021598,' <=50K'
0.501388,-1.781212,2.131281,2.393942,-1.990677,0.204056,-2.596525,2.834714,1.187751,-1.002424,' <=50K'
-0.226918,3.84972,-2.189043,-0.761314,0.772294,0.341633,-3.041983,0.325866,-0.342069,-0.19047,' <=50K'
1.376101,5.713647,-1.543092,4.606758,1.354754,-0.981134,-2.836906,0.056288,0.115406,0.812576,' <=50K'
1.032016,6.498078,-0.798642,4.205185,-0.15195,0.517231,-1.608203,-3.789297,-1.98545,0.834457,' <=50K'
-0.406367,5.790321,-0.835662,2.47136,1.123198,-4.348129,-0.222125,-5.859215,1.981877,-2.831404,' <=50K'
1.370362,9.109274,0.01114,1.925495,1.844889,-2.743201,0.844909,-3.666,1.076527,-5.042081,' <=50K'
-5.182172,1.112241,1.280692,3.998498,-0.30316,1.975111,-1.015246,-0.44375,0.595074,-1.319696,' <=50K'
-1.04174,7.303474,-1.389599,-1.066685,1.194601,-1.04739,0.399958,2.524101,2.345535,-1.744263,' <=50K'
-2.73135,2.197076,0.132306,1.069887,-0.473653,2.539726,0.169958,1.649605,-3.101693,-7.442445,' <=50K'
-0.623863,2.129092,0.613199,2.334652,-1.249006,4.791207,-2.279157,-0.347658,-0.602838,-2.00907,' >50K'
-2.091337,0.996373,0.518744,-1.380235,0.459047,-2.708926,-2.856539,2.725208,-0.27082,0.179581,' <=50K'
2.271355,4.682901,-3.833878,3.738842,1.076197,1.419632,-1.166659,0.647981,0.143717,-0.702982,' <=50K'
1.637369,-3.348272,-3.639422,-0.831218,0.643032,2.131116,-2.918875,3.25927,0.969219,0.648374,' <=50K'
1.245047,-0.087559,-0.116902,0.742898,-0.565345,-0.842767,-2.764682,5.982304,-0.664428,-7.49209,' <=50K'
0.737676,1.164304,-0.314853,0.363393,-0.463198,-0.030748,-2.531645,5.218017,-2.792231,-4.729651,' <=50K'
-2.460918,-0.326061,0.960277,2.014604,-1.243906,0.01731,-0.803499,1.26387,2.876078,-5.518923,' <=50K'
4.805307,5.63368,-4.056908,4.253776,2.695841,1.598619,-3.040086,-1.810918,-1.166972,0.048073,' <=50K'
-0.48204,-2.71067,0.314332,1.617594,-0.22675,2.787005,-0.760559,0.797996,2.542564,-3.530813,' <=50K'
0.289127,-0.667006,-2.439692,1.989632,-0.821735,3.696081,-2.006388,-0.037237,-0.139842,-2.936183,' <=50K'
-1.023273,7.784246,-0.14863,4.987249,-1.983127,-3.238581,0.7186,-4.632066,0.345497,1.006995,' <=50K'
-2.22159,7.897976,0.626287,1.580453,1.491449,-1.333881,0.256214,-2.594124,-0.04273,-2.131695,' <=50K'
2.634169,4.739074,-1.892529,4.405748,0.407536,-1.481635,0.577197,-3.115572,-0.927207,2.279365,' <=50K'
0.971737,7.935993,-0.333481,1.78646,1.01469,1.203855,0.906586,2.650165,-2.323243,-3.948365,' >50K'
-1.020917,3.981839,0.96785,3.22327,2.307429,-1.717786,-1.474614,-4.513672,2.239694,-2.54618,' <=50K'
-0.601083,5.965744,3.403144,-2.662979,2.880467,-4.401043,4.853243,0.51219,-1.141056,1.610229,' <=50K'
-1.18131,-0.802585,-0.415466,0.313792,-1.179813,0.988319,-2.853426,-1.375575,1.288483,-6.460847,' <=50K'
-1.58824,2.353491,0.403341,2.136701,-1.549302,5.167998,-1.087041,-0.3286,-0.292171,-1.430349,' >50K'
-0.809457,-0.312663,-1.125408,0.837859,-1.047508,1.896615,-3.667815,-2.318004,-0.083315,-4.085671,' >50K'
1.914727,6.352075,-2.475207,4.529433,0.87838,0.588756,-6.582109,-0.361088,0.201357,-0.42962,' <=50K'
1.60406,6.181923,0.046285,2.760782,1.634012,-0.635059,1.544927,-3.316354,1.590839,-1.521326,' <=50K'
-1.700583,-0.506765,-0.817209,2.97828,-2.173781,-0.263017,-0.073447,-0.381173,-0.494567,-5.817036,' >50K'
-0.998815,2.697012,-0.06708,1.634764,-2.566403,1.309096,-1.257211,1.791145,0.70782,-6.640857,' <=50K'
-0.749815,-2.974921,-2.142233,3.625985,1.185013,2.192341,-0.790749,0.197171,-3.232447,0.619746,' >50K'
0.208679,3.757277,2.791031,2.481964,-0.104579,0.113954,-3.861247,-3.360512,4.359017,1.640202,' <=50K'
-1.214759,3.000027,-0.57163,1.193744,0.35264,4.3344,-1.840008,0.152462,1.045142,0.444162,' >50K'
1.606544,6.902198,-1.506797,2.512452,1.115591,-3.736202,0.607905,2.034053,-2.004405,-2.678181,' <=50K'
1.935279,7.242067,-0.898654,4.206805,0.46029,-0.2662,1.597187,-3.337331,-0.100641,0.047786,' <=50K'
-1.311414,0.833919,-0.631905,2.420982,-1.492475,2.412365,-5.574073,-0.114271,1.53219,-4.411877,' >50K'
0.838981,6.309692,1.376559,0.078178,1.752505,-2.349419,-1.08444,-3.225013,-0.455867,1.469921,' <=50K'
-0.434259,3.013777,-2.485123,2.414251,-3.260168,2.673454,-0.434142,0.27441,-1.154217,-2.813948,' <=50K'
1.875639,4.663827,-1.75043,2.601521,1.010171,3.537138,0.450473,0.362991,-0.723001,1.042606,' <=50K'
-1.692829,0.437658,0.038593,2.04117,-1.656055,1.570492,-4.741587,0.809391,2.893882,-6.68762,' <=50K'
-1.09812,6.865914,-4.991242,4.38944,-0.322875,-0.341952,-0.743047,-3.374334,-0.369294,-0.517126,' <=50K'
-1.122791,6.199819,-4.123496,1.985823,-1.343605,-0.009872,-3.562537,-0.141557,0.06021,-0.902347,' <=50K'
-1.094134,-0.072167,-0.60921,-3.104743,-0.332432,-1.501395,-0.431052,2.844359,2.005212,-5.928419,' <=50K'
-2.896141,4.313077,0.866779,-1.149684,3.25617,3.579997,0.417376,-0.753472,-3.835142,0.651595,' <=50K'
0.043721,7.791695,2.26601,3.460147,0.736989,-1.577912,-0.167822,1.187987,-1.583778,-1.475788,' <=50K'
2.667509,6.0158,-1.986477,2.694747,-0.168631,-0.980218,0.035001,1.047605,-1.212217,-1.920666,' <=50K'
0.046127,5.121559,-4.235769,1.666782,0.184329,0.795514,-4.737723,-1.142242,-0.350179,-0.8386,' <=50K'
3.037127,4.838726,-1.790749,0.104341,-0.22408,1.286949,1.100909,-0.439245,-1.062171,5.536104,' <=50K'
-0.893504,0.583934,0.578119,2.03941,0.389428,1.576571,-2.403261,0.142988,-0.981105,-4.242064,' >50K'
-1.541088,-0.62625,-0.607986,0.909874,-1.430068,1.305339,-2.581241,-1.397865,1.319133,-6.214082,' <=50K'
-3.903902,3.355001,2.464213,2.795492,-2.02553,4.221333,-4.274498,-0.10008,2.219219,-2.969419,' <=50K'
1.002908,6.664621,-0.548566,1.059395,2.49025,0.82367,-1.823818,2.902709,0.464647,-1.047059,' <=50K'
5.42493,5.506731,-3.590276,2.002319,0.66256,2.196846,-0.452648,-1.297538,-1.1563,0.530084,' <=50K'
-0.03245,0.965177,-0.656108,2.765141,0.056712,1.806536,-3.700283,-2.86789,-2.185846,-2.666881,' >50K'
1.971784,1.687303,1.128554,1.749278,-0.373046,0.727096,-3.442494,5.108342,-2.658483,-5.428692,' <=50K'
-0.439546,0.688584,-2.970197,2.029645,-1.993258,4.451355,-1.094839,-1.011651,-0.554408,-0.315259,' >50K'
-1.850104,-0.300401,0.493729,2.561266,-0.80183,3.51443,-2.235546,1.171166,-1.755162,-0.775351,' <=50K'
1.154214,-0.175517,-3.19795,3.744081,-0.576824,0.528357,1.245289,-2.220094,-1.967088,-1.379587,' <=50K'
2.689582,5.45844,1.38736,-1.066502,2.945617,0.817468,0.094578,-3.107823,-3.676376,-1.428215,' <=50K'
0.992112,3.073396,-0.382533,1.582589,0.235706,-3.537146,-1.111411,-3.205645,1.588361,-1.799978,' <=50K'
2.193947,4.055273,0.758061,6.462769,1.102344,1.019074,-1.362208,0.326504,0.116085,4.028874,' <=50K'
-2.191543,-0.171997,0.359052,2.84528,-0.981209,3.741098,-1.904681,1.162374,-1.69023,-0.554142,' <=50K'
0.287632,3.599562,-0.813309,4.865207,2.286635,1.319062,-4.596129,-1.766072,1.347744,0.194238,' <=50K'
-0.18676,4.340699,0.656652,0.597138,-0.464915,0.180627,-3.029282,-2.460737,-1.341537,-4.162632,' <=50K'
3.620293,3.239875,1.248746,1.765698,3.202052,-3.291702,-1.229387,3.816173,-3.620651,-1.002628,' <=50K'
-0.508935,4.116479,-1.309297,5.095876,-0.810595,-2.622124,-4.951949,-1.322616,1.077903,2.44992,' <=50K'
-2.494952,0.88516,0.173223,1.699251,-3.056133,2.794707,-0.206268,-1.165471,-1.937148,-6.075438,' >50K'
-0.525415,7.947938,0.449586,1.09265,0.516586,-3.289764,2.04508,-1.200014,2.238757,-6.196784,' <=50K'
-2.836398,2.297241,0.016058,1.596034,-0.61937,2.725028,0.158738,1.627646,-3.13755,-7.354173,' <=50K'
-1.349829,6.226806,1.078415,0.912092,1.579282,-3.305873,-1.279823,-2.061012,3.633595,-6.207239,' <=50K'
-3.920491,-0.057694,-1.590343,1.927271,-2.651826,1.764706,-1.93624,-0.070831,1.816355,-5.370419,' >50K'
-0.685965,2.543677,0.100328,1.116432,-2.348791,1.033427,-1.493894,1.810527,0.681168,-6.855435,' <=50K'
4.757839,4.290994,0.125923,1.851308,2.891049,0.980588,-1.016835,-2.787615,-0.881087,-0.74285,' <=50K'
2.096479,0.640492,-0.03181,3.244211,-0.280678,-3.001529,-3.897414,-2.700676,4.008547,1.985241,' <=50K'
0.873821,0.840597,1.45619,0.949967,-0.867247,6.84226,0.295952,-0.865779,-4.341883,-2.614583,' >50K'
-1.428402,4.501381,-3.04637,6.153753,-2.487773,1.143663,-1.379995,-1.616776,-1.55005,-1.981268,' <=50K'
-0.465786,5.936506,-4.191938,4.703989,-0.230976,0.926929,-3.670193,-1.252326,-0.867629,0.99404,' <=50K'
-1.314436,2.733092,1.131138,3.589695,-2.386,3.051818,-4.226367,-0.404526,2.007996,-2.810038,' <=50K'
0.923309,5.520573,-3.279132,2.199783,0.477621,0.727931,-1.831303,0.86803,-0.466647,0.666343,' <=50K'
0.460574,5.89025,-1.530649,2.008899,0.121363,-1.829252,-2.559725,1.194633,1.091464,-1.129269,' <=50K'
2.909633,2.287757,-0.030148,2.132411,0.77853,5.230236,0.670666,-1.21701,-7.310633,-2.304667,' >50K'
-3.206347,2.367947,-1.298311,1.292347,-0.550069,2.488751,-2.730309,-0.428934,1.362766,-1.229349,' >50K'
1.844282,6.772699,1.181137,0.674817,2.688958,-1.285607,1.399009,-4.584891,-1.634114,-0.958469,' <=50K'
1.643106,4.310516,0.38095,1.911933,1.618304,-1.355329,-3.138656,-2.010113,2.937216,-3.772662,' <=50K'
-1.162574,-1.141152,0.772025,1.48272,-0.331699,1.190242,-3.80043,-0.814496,-1.968137,-2.920668,' >50K'
2.117178,3.628281,0.960647,1.613725,2.632923,-2.621056,-0.883761,-2.459966,1.385819,-0.882906,' <=50K'
1.651271,6.096165,-2.622992,3.859882,0.765715,1.645165,-2.387157,0.24454,0.081046,0.1963,' <=50K'
2.449125,10.065294,1.755524,1.29604,1.596145,-1.336984,2.675702,-1.392006,-2.250756,-1.42816,' <=50K'
0.043572,5.338394,-1.48696,1.861856,1.392024,3.00504,0.565731,-3.553838,-0.319434,2.613463,' <=50K'
2.05261,7.691256,-3.625853,3.893586,-0.028485,0.877639,-1.222006,0.01711,-0.776731,-0.114437,' <=50K'
-1.738845,5.91856,-3.578555,1.99476,-1.670394,-0.644994,-2.552539,0.767569,1.441891,-3.017156,' <=50K'
-1.405269,0.87992,-0.682128,2.576481,-1.557759,2.495066,-5.503068,-0.120085,1.540186,-4.347503,' >50K'
1.786029,5.107651,0.922638,0.545348,0.088329,-1.575386,-2.279975,4.923124,-3.098987,-4.939556,' <=50K'
1.24404,5.857387,-0.578599,1.118262,2.267551,-4.077493,0.579314,2.053092,-0.310259,-4.225835,' <=50K'
-1.1236,2.994291,-0.570879,1.324396,0.357929,4.328267,-1.981526,0.145748,1.001532,0.394615,' >50K'
-0.737099,2.764842,0.017937,1.343249,-2.409038,1.175806,-1.382949,1.770058,0.680869,-6.598369,' >50K'
-1.212027,2.310932,-1.538681,1.903841,-1.711858,2.928703,-3.140217,1.222713,-0.646387,-3.870377,' <=50K'
0.820552,5.281783,1.828742,1.814747,1.860246,4.136207,0.399825,-4.52094,-0.340145,1.09435,' <=50K'
-6.61263,2.692945,0.974128,1.750585,-1.36696,-3.493249,0.559385,-2.089053,4.148825,0.845107,' <=50K'
2.107878,6.921846,1.911558,2.850294,2.324232,-1.850692,2.838713,-3.649867,-1.395058,-2.034729,' <=50K'
-0.217083,2.990089,-2.470973,2.653012,-3.232607,2.639746,-0.752619,0.261597,-1.248889,-2.935329,' <=50K'
3.379777,-1.375989,-2.552739,3.707102,-0.092088,1.108968,-2.473052,-1.738285,-2.825278,-1.123385,' <=50K'
